lesson	sent_id	sound_file	sent	trans	grammar_sent	vocab_sent	kanji_sent
lesson12b	12b_10	sound/12b_10.mov	また政府以外にも、この自由民権運動者を迫害する者が大分いました。	Also, there were a fairly large group of people outside the government who persecuted members of the freedom and people's rights movement.	また政府以外にも、この自由民権運動者を迫害する者が大分いました。	また<a onclick="show('../vocab/1649.html')">政府</a><a onclick="show('../vocab/1799.html')">以外</a>にも、この<a onclick="show('../vocab/1090.html')">自由民権運動</a>者を<a onclick="show('../vocab/407.html')">迫害</a>する者が<a onclick="show('../vocab/1643.html')">大分</a>いました。	また政府以外にも、この自由民権運動者を迫害する者が大分いました。
lesson12b	12b_11	sound/12b_11.mov	１８８２年のことです。板垣が岐阜の演説会場で反対派の一人の青年に不意に襲われました。	The following occurred in 1882. Itagaki was suddenly attacked by a youth belonging to an opposition faction at a speech meeting in Gifu.	１８８２年のことです。板垣が岐阜の演説会場で反対派の一人の青年に不意に襲われました。	１８８２年のことです。板垣が<a onclick="show('../vocab/1166.html')">岐阜</a>の<a onclick="show('../vocab/1158.html')">演説会</a>場で<a onclick="show('../vocab/1168.html')">反対派</a>の一人の<a onclick="show('../vocab/1138.html')">青年</a>に<a onclick="show('../vocab/619.html')">不意に</a><a onclick="show('../vocab/1841.html')">襲われ</a>ました。	１８８２年のことです。<a onclick="show_gif('../kanji/285.gif')">板</a>垣が岐阜の<a onclick="show_gif('../kanji/298.gif')">演</a>説会場で反対派の一人の青年に不意に襲われました。
lesson12b	12b_12	sound/12b_12.mov	血まみれになって倒れていく板垣退助が、「板垣死すとも、自由は死なず」と言った言葉は、明治の名言の一つとして、いつまでも日本人の間で口にされるようになったのです。	The bloodied Itagaki said, "Though Itagaki dies, freedom will not die." Those words came to be repeated for a very long time among the Japanese people as one of the famous quotes from the Meiji era.	血まみれになって倒れていく板垣退助が、「板垣死すとも、自由は死なず」と言った言葉は、明治の名言の一つとして、いつまでも日本人の間で口にされるようになったのです。	<a onclick="show('../vocab/1169.html')">血まみれ</a>になって<a onclick="show('../vocab/1048.html')">倒れて</a>いく<a onclick="show('../vocab/1966.html')">板垣退助</a>が、「板垣<a onclick="show('../vocab/2077.html')">死す</a>とも、自由は死なず」と言った<a onclick="show('../vocab/2096.html')">言葉</a>は、<a onclick="show('../vocab/1396.html')">明治</a>の<a onclick="show('../vocab/1170.html')">名言</a>の一つとして、いつまでも日本人の間で口にされるようになったのです。	血まみれになって倒れていく<a onclick="show_gif('../kanji/285.gif')">板</a>垣退助が、「板垣死すとも、自由は死なず」と言った言葉は、明治の名言の一つとして、いつまでも日本人の間で口にされるようになったのです。
lesson12b	12b_13	sound/12b_13.mov	このように、自由民権運動が盛んになり、政府も国会を開く必要性を認め、伊藤博文を中心に憲法を作り、１８９０年、初めての総選挙が行われ、議員が国民の投票で選ばれるようになりました。	Thus, the freedom movement flourished, and the government, recognizing the need to open a national assembly, established a constitution with Itō Hirobumi as the central figure;  and in 1890 the first general elections were held resulting in representatives being elected by popular vote.	このように、自由民権運動が盛んになり、政府も国会を開く必要性を認め、伊藤博文を中心に憲法を作り、１８９０年、初めての総選挙が行われ、議員が国民の投票で選ばれるようになりました。	このように、<a onclick="show('../vocab/1090.html')">自由民権運動</a>が<a onclick="show('../vocab/1171.html')">盛んになり</a>、<a onclick="show('../vocab/1649.html')">政府</a>も<a onclick="show('../vocab/1164.html')">国会</a>を開く<a onclick="show('../vocab/1172.html')">必要性</a>を<a onclick="show('../vocab/1173.html')">認め</a>、<a onclick="show('../vocab/1965.html')">伊藤博文</a>を<a onclick="show('../vocab/1699.html')">中心</a>に<a onclick="show('../vocab/1969.html')">憲法</a>を作り、１８９０年、<a onclick="show('../vocab/1561.html')">初めて</a>の<a onclick="show('../vocab/1174.html')">総選挙</a>が行われ、<a onclick="show('../vocab/1175.html')">議員</a>が<a onclick="show('../vocab/19.html')">国民</a>の<a onclick="show('../vocab/1176.html')">投票</a>で<a onclick="show('../vocab/2078.html')">選ば</a>れるようになりました。	このように、自由民権運動が盛んになり、政府も国会を開く必要性を<a onclick="show_gif('../kanji/384.gif')">認</a>め、伊藤博文を中心に憲法を作り、１８９０年、初めての<a onclick="show_gif('../kanji/286.gif')">総</a>選挙が行われ、議<a onclick="show_gif('../kanji/397.gif')">員</a>が国民の投<a onclick="show_gif('../kanji/303.gif')">票</a>で選ばれるようになりました。
lesson12b	12b_14	sound/12b_14.mov	日本も、板垣退助のような人の犠牲を通してやっと国会も開かれるようになり、近代国家としての形が整っていったのです。	Japan had at last established a national assembly and begun to take shape as a modern nation through the sacrifice of people like Itagaki Taisuke.	日本も、板垣退助のような人の犠牲を通してやっと国会も開かれるようになり、近代国家としての形が整っていったのです。	日本も、<a onclick="show('../vocab/1966.html')">板垣退助</a>のような人の<a onclick="show('../vocab/1177.html')">犠牲</a>を<a onclick="show('../vocab/840.html')">通して</a>やっと<a onclick="show('../vocab/1164.html')">国会</a>も開かれるようになり、<a onclick="show('../vocab/1045.html')">近代国家</a>としての<a onclick="show('../vocab/1590.html')">形</a>が<a onclick="show('../vocab/1178.html')">整って</a>いったのです。	日本も、<a onclick="show_gif('../kanji/285.gif')">板</a>垣退助のような人の犠牲を通してやっと国会も開かれるようになり、近代国家としての形が整っていったのです。
lesson13a	TITLE	sound/L13a.mp3	君が代	4			
lesson13a	13a_01	sound/13a_01.mov	「君が代は　千代に八千代に　さざれ石のいわおとなりて　苔のむすまで」という日本の国歌を小学校の生徒達が歌っているのをよく耳にすることがあると思いますが、どんな意味の歌か、ご存知ですか。	"Kimi ga yo wa/ chiyo ni, yachio ni/ sazareishi no/ iwao to narite/ koke no musu made." You have probably heard the Japanese National Anthem sung by elementary school students often, but do you know the meaning of the song?	「君が代は 千代に八千代に さざれ石のいわおとなりて 苔のむすまで」という日本の国歌を小学校の生徒達が歌っているのをよく耳にすることがあると思いますが、どんな意味の歌か、ご存知ですか。	「<a onclick="show('../vocab/1179.html')">君が代</a>は<a onclick="show('../vocab/2175.html')">千代に八千代に</a><a onclick="show('../vocab/1182.html')">さざれ石</a>の<a onclick="show('../vocab/1183.html')">いわお</a>となりて<a onclick="show('../vocab/1184.html')">苔</a>の<a onclick="show('../vocab/1185.html')">むす</a>まで」という日本の<a onclick="show('../vocab/1186.html')">国歌</a>を小学校の<a onclick="show('../vocab/1187.html')">生徒達</a>が歌っているのをよく<a onclick="show('../vocab/2114.html')">耳にする</a>ことがあると思いますが、どんな<a onclick="show('../vocab/1597.html')">意味</a>の歌か、<a onclick="show('../vocab/1188.html')">ご存知</a>ですか。	「君が代は 千代に八千代に さざれ石のいわおとなりて 苔のむすまで」という日本の国歌を小学校の生<a onclick="show_gif('../kanji/304.gif')">徒</a>達が歌っているのをよく耳にすることがあると思いますが、どんな意味の歌か、ご存知ですか。
lesson13a	13a_02	sound/13a_02.mov	「君が代」とは、あなたの時代という意味で、「千代に八千代に」とは千年も八千年もの間という意味です。	"Kimi ga yo" means "your reign," and "chiyo ni yachiyo ni" means "for a thousand, no eight thousand years."	「君が代」とは、あなたの時代という意味で、「千代に八千代に」とは千年も八千年もの間という意味です。	「<a onclick="show('../vocab/1179.html')">君が代</a>」とは、あなたの<a onclick="show('../vocab/1746.html')">時代</a>という<a onclick="show('../vocab/1597.html')">意味</a>で、「<a onclick="show('../vocab/2175.html')">千代に八千代に</a>」とは千年も<a onclick="show('../vocab/1190.html')">八千年</a>もの間という意味です。	「君が代」とは、あなたの時代という意味で、「千代に八千代に」とは千年も八千年もの間という意味です。
lesson13a	13a_03	sound/13a_03.mov	そして、小さな石が集まり、大きな岩となって、その岩に苔が生える、そんなに長い間まで、という意味です。	It continues, "until small pebbles gather to form a large boulder, and moss grows on it."	そして、小さな石が集まり、大きな岩となって、その岩に苔が生える、そんなに長い間まで、という意味です。	そして、小さな石が集まり、大きな<a onclick="show('../vocab/1191.html')">岩</a>となって、その岩に<a onclick="show('../vocab/1192.html')">苔が生える</a>、そんなに長い間まで、という<a onclick="show('../vocab/1597.html')">意味</a>です。	そして、小さな石が集まり、大きな岩となって、その岩に苔が生える、そんなに長い間まで、という意味です。
lesson13a	13a_04	sound/13a_04.mov	つまり、あなたの時代が、千年も八千年も続き、小さな石が集まり大きな岩となりその岩に苔が生えるような長い間続きますように、という意味の歌です。	Put another way, the song means, "May your reign continue a thousand,         no eight thousand years, until small pebbles gather together to become         a large boulder, and on that boulder moss forms."	つまり、あなたの時代が、千年も八千年も続き、小さな石が集まり大きな岩となりその岩に苔が生えるような長い間続きますように、という意味の歌です。	つまり、あなたの<a onclick="show('../vocab/1746.html')">時代</a>が、千年も<a onclick="show('../vocab/1190.html')">八千年</a>も続き、小さな石が集まり大きな<a onclick="show('../vocab/1191.html')">岩</a>となりその岩に<a onclick="show('../vocab/1192.html')">苔が生える</a>ような長い間続きますように、という<a onclick="show('../vocab/1597.html')">意味</a>の歌です。	つまり、あなたの時代が、千年も八千年も続き、小さな石が集まり大きな岩となりその岩に苔が生えるような長い間続きますように、という意味の歌です。
lesson13a	13a_05	sound/13a_05.mov	この歌は、「古今和歌集」と言って、１０世紀に天皇の命令により作られた和歌集の中からとった一首です。	This song was a verse (poem) in the waka collection known as the Kokin Wakashū compiled in the 10th century by command of the emperor.	この歌は、「古今和歌集」と言って、１０世紀に天皇の命令により作られた和歌集の中からとった一首です。	この歌は、「<a onclick="show('../vocab/1193.html')">古今和歌集</a>」と言って、１０<a onclick="show('../vocab/2098.html')">世紀</a>に<a onclick="show('../vocab/113.html')">天皇</a>の 命令により作られた和歌集の中からとった<a onclick="show('../vocab/1194.html')">一首</a>です。	この歌は、「古今和歌集」と言って、１０世紀に天皇の命令により作られた和歌集の中からとった一首です。
lesson13a	13a_06	sound/13a_06.mov	「古今和歌集」では、「わが君は千代に八千代にさざれ石のいはほとなりてこけのむすまで」とありました。	In the Kokin Wakashū the poem reads, "Waga kimi wa/ chiyo ni yachiyo ni/ sazareishi no/ ihaho to narite/ koke no musu made."	「古今和歌集」では、「わが君は千代に八千代にさざれ石のいはほとなりてこけのむすまで」とありました。	「<a onclick="show('../vocab/1193.html')">古今和歌集</a>」では、「わが君は<a onclick="show('../vocab/2175.html')">千代に八千代に</a><a onclick="show('../vocab/1182.html')">さざれ石</a>のいはほとなりてこけの<a onclick="show('../vocab/1185.html')">むす</a>まで」とありました。	「古今和歌集」では、「わが君は千代に八千代にさざれ石のいはほとなりてこけのむすまで」とありました。
lesson13a	13a_07	sound/13a_07.mov	これは、「わが君」、つまり私のお仕え申す御主人が何年も何年も健康で長生きできますようにと歌った歌ですが、その「わが君は」の「わが」を省き、「君が代は」と直したものです。	This poem sang, "May our emperor (waga kimi) whom we serve live a long, long healthy life." The national anthem version was changed to read "kimi ga yo" in place of "waga kimi wa."	これは、「わが君」、つまり私のお仕え申す御主人が何年も何年も健康で長生きできますようにと歌った歌ですが、その「わが君は」の「わが」を省き、「君が代は」と直したものです。	これは、「わが君」、つまり私の<a onclick="show('../vocab/1195.html')">お仕え申す</a><a onclick="show('../vocab/2054.html')">御主人</a>が何年も何年も<a onclick="show('../vocab/2055.html')">健康</a>で<a onclick="show('../vocab/1196.html')">長生き</a>できますようにと歌った歌ですが、その「わが君は」の「わが」を<a onclick="show('../vocab/1197.html')">省き</a>、「<a onclick="show('../vocab/1179.html')">君が代</a>は」と<a onclick="show('../vocab/105.html')">直した</a>ものです。	これは、「わが君」、つまり私のお仕え<a onclick="show_gif('../kanji/268.gif')">申</a>す御主人が何年も何年も<a onclick="show_gif('../kanji/307.gif')">健</a>康で長生きできますようにと歌った歌ですが、その「わが君は」の「わが」を<a onclick="show_gif('../kanji/308.gif')">省</a>き、「君が代は」と直したものです。
lesson13a	13a_08	sound/13a_08.mov	明治１３年に、林広守という宮内庁に勤めていた音楽家が、これに合った日本的な曲を作って付けました。	In the thirteenth year of Meiji (1880), Hayashi Hiromori, a musician employed at the Imperial Household Agency, composed a Japanese style score to match the words.	明治１３年に、林広守という宮内庁に勤めていた音楽家が、これに合った日本的な曲を作って付けました。	<a onclick="show('../vocab/1396.html')">明治</a>１３年に、<a onclick="show('../vocab/1198.html')">林広守</a>という<a onclick="show('../vocab/1199.html')">宮内庁</a>に<a onclick="show('../vocab/1200.html')">勤めて</a>いた<a onclick="show('../vocab/2056.html')">音楽家</a>が、これに合った日本的な<a onclick="show('../vocab/1201.html')">曲</a>を作って付けました。	明治１３年に、林広守という宮内<a onclick="show_gif('../kanji/385.gif')">庁</a>に勤めていた音楽家が、これに合った日本的な<a onclick="show_gif('../kanji/309.gif')">曲</a>を作って付けました。
lesson13a	13a_09	sound/13a_09.mov	１８９３年、何曲かの童謡が国民唱歌と定められた時に、「君が代」も正式に日本国歌として認められました。	In 1893, when several children's songs were established as national folk songs, "Kimi ga yo" was officially recognized as the national anthem of Japan.	１８９３年、何曲かの童謡が国民唱歌と定められた時に、「君が代」も正式に日本国歌として認められました。	１８９３年、何<a onclick="show('../vocab/1201.html')">曲</a>かの<a onclick="show('../vocab/1202.html')">童謡</a>が<a onclick="show('../vocab/1203.html')">国民唱歌</a>と<a onclick="show('../vocab/39.html')">定め</a>られた時に、「<a onclick="show('../vocab/1179.html')">君が代</a>」も<a onclick="show('../vocab/1204.html')">正式に</a>日本<a onclick="show('../vocab/1186.html')">国歌</a>として<a onclick="show('../vocab/1173.html')">認め</a>られました。	１８９３年、何<a onclick="show_gif('../kanji/309.gif')">曲</a>かの<a onclick="show_gif('../kanji/310.gif')">童</a>謡が国民<a onclick="show_gif('../kanji/311.gif')">唱</a>歌と定められた時に、「君が代」も正式に日本国歌として認められました。
lesson13a	13a_10	sound/13a_10.mov	国歌の歌の内容だけではなく、短歌は五七五七七といって、ヨーロッパや他の国の詩の型とは全く違った日本独特のもので、日本の文化を表した世界的にも優れた国歌の一つだと思います。	Not only are the contents of the national anthem singular,         but its tanka form [31 syllable poem form] consisting of lines of 5-7-5-7-7         syllables respectively is a unique Japanese form very unlike the poems         of Europe and other countries, revealing the anthem's Japanese cultural         background. It seems to me to be an outstanding national anthem even on         an international basis.	国歌の歌の内容だけではなく、短歌は五七五七七といって、ヨーロッパや他の国の詩の型とは全く違った日本独特のもので、日本の文化を表した世界的にも優れた国歌の一つだと思います。	<a onclick="show('../vocab/1186.html')">国歌</a>の歌の<a onclick="show('../vocab/1205.html')">内容</a>だけではなく、<a onclick="show('../vocab/1206.html')">短歌</a>は五七五七七といって、ヨーロッパや<a onclick="show('../vocab/1696.html')">他</a>の国の<a onclick="show('../vocab/1207.html')">詩の型</a>とは<a onclick="show('../vocab/1793.html')">全く</a>違った日本<a onclick="show('../vocab/994.html')">独特</a>のもので、日本の<a onclick="show('../vocab/1960.html')">文化</a>を<a onclick="show('../vocab/1554.html')">表し</a>た<a onclick="show('../vocab/1674.html')">世界的に</a>も<a onclick="show('../vocab/610.html')">優れた</a>国歌の一つだと思います。	国歌の歌の内容だけではなく、短歌は五七五七七といって、ヨーロッパや他の国の詩の<a onclick="show_gif('../kanji/312.gif')">型</a>とは全く違った日本独特のもので、日本の文化を表した世界的にも優れた国歌の一つだと思います。
lesson13a	13a_11	sound/13a_11.mov	今度、オリンピックや大相撲の閉会式などで演奏される「君が代」を耳にする時には、その意味と歴史を思い浮かべてみて下さい。	In the future, when you hear "Kimi ga yo" performed at       the Olympics or an opening ceremony for a major sumo tournament, please       recall its meaning and history.	今度、オリンピックや大相撲の閉会式などで演奏される「君が代」を耳にする時には、その意味と歴史を思い浮かべてみて下さい。	今度、オリンピックや<a onclick="show('../vocab/1974.html')">大相撲</a>の<a onclick="show('../vocab/1338.html')">閉会式</a>などで<a onclick="show('../vocab/2057.html')">演奏</a>される「<a onclick="show('../vocab/1179.html')">君が代</a>」を<a onclick="show('../vocab/2114.html')">耳にする</a>時には、その<a onclick="show('../vocab/1597.html')">意味</a>と<a onclick="show('../vocab/1520.html')">歴史</a>を<a onclick="show('../vocab/2093.html')">思い浮かべて</a>みて<a onclick="show('../vocab/1729.html')">下さい</a>。	今度、オリンピックや大相撲の閉会式などで演<a onclick="show_gif('../kanji/314.gif')">奏</a>される「君が代」を耳にする時には、その意味と歴史を思い浮かべてみて下さい。
lesson13b	TITLE	sound/L13b.mp3	東京オリンピック	4			
lesson13b	13b_01	sound/13b_01.mov	ドーン、ドーンと花火が上がる音がしたかと思うと、空に色とりどりの輪が５つ、チェーンのように描かれました。	Hardly had one heard the "Bang, Bang" of exploding fireworks than there were five rings of various colors, linked like a chain, drawn in the sky.	ドーン、ドーンと花火が上がる<a onclick="show('../grammar/80.html')">音がしたかと思うと、</a>空に色とりどりの輪が５つ、チェーンのように描かれました。	ドーン、ドーンと<a onclick="show('../vocab/1295.html')">花火</a>が上がる音がしたかと思うと、空に<a onclick="show('../vocab/1296.html')">色とりどりの</a><a onclick="show('../vocab/1297.html')">輪</a>が５つ、チェーンのように<a onclick="show('../vocab/1298.html')">描か</a>れました。	ドーン、ドーンと花火が上がる音がしたかと思うと、空に色とりどりの<a onclick="show_gif('../kanji/339.gif')">輪</a>が５つ、チェーンのように描かれました。
lesson13b	13b_02	sound/13b_02.mov	そして東京の国立競技場に、アテネからはるばる運ばれて来た聖火がともされ、アジアで初めてのオリンピックが開かれました。	The sacred flame, carried all the way from far-off Athens, blazed in the Tōkyō National Stadium, and the first Asian Olympics had begun.	そして東京の国立競技場に、アテネからはるばる運ばれて来た聖火がともされ、アジアで初めてのオリンピックが開かれました。	そして<a onclick="show('../vocab/1358.html')">東京</a>の<a onclick="show('../vocab/1299.html')">国立競技場</a>に、<a onclick="show('../vocab/1300.html')">アテネ</a>から<a onclick="show('../vocab/1301.html')">はるばる</a><a onclick="show('../vocab/2058.html')">運</a>ばれて来た<a onclick="show('../vocab/1302.html')">聖火</a>が<a onclick="show('../vocab/1303.html')">ともさ</a>れ、アジアで<a onclick="show('../vocab/1561.html')">初めて</a>のオリンピックが開かれました。	そして東京の国立競技場に、アテネからはるばる運ばれて来た聖火がともされ、アジアで初めてのオリンピックが開かれました。
lesson13b	13b_03	sound/13b_03.mov	オリンピックは、古代ギリシャでゼウス神の祭礼行事として行なわれたのがその始まりだと言われています。	It is said that the Olympics began as a worship ceremony dedicated to the God Zeus in ancient Greece.	オリンピックは、古代ギリシャでゼウス神の祭礼行事として行なわれたのがその始まりだと言われています。	オリンピックは、<a onclick="show('../vocab/1975.html')">古代ギリシャ</a>で<a onclick="show('../vocab/1304.html')">ゼウス神</a>の<a onclick="show('../vocab/1305.html')">祭礼行事</a>として行なわれたのがその始まりだと言われています。	オリンピックは、古代ギリシャでゼウス神の祭礼行事として行なわれたのがその始まりだと言われています。
lesson13b	13b_04	sound/13b_04.mov	近代オリンピックは、１８９６年にフランス人のクーベルタンの主唱により復興され、世界中の国々がスポーツのいろいろな種目で競い合うようになりました。	The modern Olympics were resurrected as a result of the advocacy of a Frenchman called Coubertin in the year 1896, and athletes from countries throughout the world began to compete in a variety of sporting events.	近代オリンピックは、１８９６年にフランス人のクーベルタンの主唱により復興され、世界中の国々がスポーツのいろいろな種目で競い合うようになりました。	<a onclick="show('../vocab/2115.html')">近代</a>オリンピックは、１８９６年にフランス人の<a onclick="show('../vocab/1306.html')">クーベルタン</a>の<a onclick="show('../vocab/1307.html')">主唱</a>により<a onclick="show('../vocab/2059.html')">復興</a>され、<a onclick="show('../vocab/2176.html')">世界中</a>の国々がスポーツのいろいろな<a onclick="show('../vocab/1984.html')">種目</a>で<a onclick="show('../vocab/1309.html')">競い合う</a>ようになりました。	近代オリンピックは、１８９６年にフランス人のクーベルタンの主<a onclick="show_gif('../kanji/311.gif')">唱</a>により<a onclick="show_gif('../kanji/326.gif')">復</a>興され、世界中の国々がスポーツのいろいろな種目で競い合うようになりました。
lesson13b	13b_05	sound/13b_05.mov	日本も１９１２年、ストックホルムで開かれた第５回オリンピックに初出場しました。	Japan participated for the first time in the Fifth Olympics held in Stockholm in 1912.	日本も１９１２年、ストックホルムで開かれた第５回オリンピックに初出場しました。	日本も１９１２年、ストックホルムで開かれた<a onclick="show('../vocab/1725.html')">第</a>５回オリンピックに<a onclick="show('../vocab/1310.html')">初出場</a>しました。	日本も１９１２年、ストックホルムで開かれた第５回オリンピックに初出場しました。
lesson13b	13b_06	sound/13b_06.mov	その当時は、世界の標準に比べて大分劣っていたと思われた日本の選手達も毎日、毎日練習を欠かさず、ついに、１９３２年のロサンゼルス大会や、１９３６年のベルリン大会では、特に水泳のほとんどの種目で優勝するほどの力になりました。	[After that] Japanese athletes, who were considered to be far below international standards at that time, practiced every day, finally becoming a power, particularly in swimming, able to win in nearly every event in the 1932 Los Angeles Olympics and the 1936 Berlin Olympics.	その当時は、世界の標準に比べて大分劣っていたと思われた日本の選手達も毎日、毎日練習を欠かさず、ついに、１９３２年のロサンゼルス大会や、１９３６年のベルリン大会では、特に水泳のほとんどの種目で優勝するほどの力になりました。	その<a onclick="show('../vocab/51.html')">当時</a>は、<a onclick="show('../vocab/1550.html')">世界</a>の<a onclick="show('../vocab/1311.html')">標準</a>に<a onclick="show('../vocab/1675.html')">比べ</a>て<a onclick="show('../vocab/1643.html')">大分</a><a onclick="show('../vocab/1312.html')">劣って</a>いたと思われた日本の<a onclick="show('../vocab/1313.html')">選手</a>達も毎日、毎日<a onclick="show('../vocab/1314.html')">練習</a>を<a onclick="show('../vocab/1315.html')">欠か</a>さず、<a onclick="show('../vocab/399.html')">ついに</a>、１９３２年のロサンゼルス大会や、１９３６年のベルリン大会では、<a onclick="show('../vocab/1605.html')">特に</a><a onclick="show('../vocab/1976.html')">水泳</a>のほとんどの<a onclick="show('../vocab/1984.html')">種目</a>で優勝する<a onclick="show('../vocab/2137.html')">ほどの</a>力になりました。	その当時は、世界の<a onclick="show_gif('../kanji/341.gif')">標</a>準に比べて大分劣っていたと思われた日本の選手達も毎日、毎日<a onclick="show_gif('../kanji/342.gif')">練</a>習を<a onclick="show_gif('../kanji/343.gif')">欠</a>かさず、ついに、１９３２年のロサンゼルス大会や、１９３６年のベルリン大会では、特に水<a onclick="show_gif('../kanji/344.gif')">泳</a>のほとんどの種目で優勝するほどの力になりました。
lesson13b	13b_07	sound/13b_07.mov	そして東京オリンピックが計画されましたが、戦争中オリンピックが停止になり、皮肉にも世界各国からのスポーツ選手でにぎわうはずだった東京の町が、戦争で全くの焼け野原となってしまいました。	Then there were plans to hold the Olympics in Tōkyō, but with the Olympics canceled during the war, ironically the streets of Tōkyō, which should have been lively with athletes from around the world, were turned into scorched fields owing to war.	そして東京オリンピックが計画されましたが、戦争中オリンピックが停止になり、皮肉にも世界各国からのスポーツ選手でにぎわうはずだった東京の町が、戦争で全くの焼け野原となってしまいました。	そして<a onclick="show('../vocab/1358.html')">東京</a>オリンピックが<a onclick="show('../vocab/1864.html')">計画</a>されましたが、<a onclick="show('../vocab/1499.html')">戦争</a>中オリンピックが<a onclick="show('../vocab/1317.html')">停止</a>になり、<a onclick="show('../vocab/1318.html')">皮肉にも</a><a onclick="show('../vocab/1319.html')">世界各国</a>からのスポーツ<a onclick="show('../vocab/1313.html')">選手</a>で<a onclick="show('../vocab/1320.html')">にぎわう</a>はずだった東京の町が、戦争で<a onclick="show('../vocab/1793.html')">全く</a>の<a onclick="show('../vocab/1215.html')">焼け野原</a>となってしまいました。	そして東京オリンピックが計画されましたが、戦争中オリンピックが<a onclick="show_gif('../kanji/345.gif')">停</a>止になり、<a onclick="show_gif('../kanji/346.gif')">皮</a><a onclick="show_gif('../kanji/347.gif')">肉</a>にも世界各国からのスポーツ選手でにぎわうはずだった東京の町が、戦争で全くの焼け野原となってしまいました。
lesson13b	13b_08	sound/13b_08.mov	しかし、戦後オリンピックが再開されるようになり、オリンピックを中央で管理する国際五輪委員会は、日本でオリンピックを開催することに決定しました。	The Olympics were reinstated after the war, however, and the International Olympic Committee (IOC), central managing body of the Olympics, determined that the games would be held in Japan.	しかし、戦後オリンピックが再開されるようになり、オリンピックを中央で管理する国際五輪委員会は、日本でオリンピックを開催することに決定しました。	しかし、<a onclick="show('../vocab/1475.html')">戦後</a>オリンピックが<a onclick="show('../vocab/1321.html')">再開される</a>ようになり、オリンピックを中央で<a onclick="show('../vocab/1322.html')">管理する</a><a onclick="show('../vocab/1977.html')">国際五輪委員会</a>は、日本でオリンピックを<a onclick="show('../vocab/1323.html')">開催する</a>ことに<a onclick="show('../vocab/2061.html')">決定し</a>ました。	しかし、戦後オリンピックが再開されるようになり、オリンピックを中央で<a onclick="show_gif('../kanji/348.gif')">管</a>理する国際五<a onclick="show_gif('../kanji/339.gif')">輪</a><a onclick="show_gif('../kanji/302.gif')">委</a>員会は、日本でオリンピックを開催することに決定しました。
lesson13b	13b_09	sound/13b_09.mov	１９６４年、秋の日本晴れの日です。待ちに待った聖火が東京の国立競技場に点火されたのです。	It was a clear autumn day in 1964 in Japan. The long-awaited sacred flame was set ablaze in the Tōkyō National Stadium.	１９６４年、秋の日本晴れの日です。待ちに待った聖火が東京の国立競技場に点火されたのです。	１９６４年、<a onclick="show('../vocab/2141.html')">秋</a>の<a onclick="show('../vocab/1324.html')">日本晴れの日</a>です。<a onclick="show('../vocab/1325.html')">待ちに待った</a><a onclick="show('../vocab/1302.html')">聖火</a>が<a onclick="show('../vocab/1358.html')">東京</a>の<a onclick="show('../vocab/1299.html')">国立競技場</a>に<a onclick="show('../vocab/1326.html')">点火さ</a>れたのです。	１９６４年、秋の日本晴れの日です。待ちに待った聖火が東京の国立競技場に点火されたのです。
lesson13b	13b_10	sound/13b_10.mov	戦争のために、計画されていた東京オリンピックをあきらめなくてはならなかった人々のこの時の感激は、筆舌に尽くし難いものだったに違いありません。	It is difficult to express in writing how deeply moved those who had been forced to give up on the planned Tōkyō Olympics on account of the war were at that moment.	戦争のために、計画されていた東京オリンピックをあきらめなくてはならなかった人々のこの時の感激は、筆舌に<a onclick="show('../grammar/90.html')">尽くし難い</a>ものだったに違いありません。	<a onclick="show('../vocab/1499.html')">戦争</a>のために、<a onclick="show('../vocab/1864.html')">計画</a>されていた<a onclick="show('../vocab/1358.html')">東京</a>オリンピックを<a onclick="show('../vocab/2116.html')">あきらめなくてはならなかった</a>人々のこの時の<a onclick="show('../vocab/1328.html')">感激</a>は、筆舌に尽くし難いものだったに<a onclick="show('../vocab/1669.html')">違いありません</a>。	戦争のために、計画されていた東京オリンピックをあきらめなくてはならなかった人々のこの時の感激は、筆<a onclick="show_gif('../kanji/350.gif')">舌</a>に尽くし難いものだったに違いありません。
lesson13b	13b_11	sound/13b_11.mov	金メダル獲得も、柔道とレスリングの軽量級、体操、女子バレーボールなどと、いろいろな種目で優秀な成績を収めました。	There was great success, including winning of gold medals and victories in various events such as judo and light weight wrestling, gymnastics, and women's volley ball.	金メダル獲得も、柔道とレスリングの軽量級、体操、女子バレーボールなどと、いろいろな種目で優秀な成績を収めました。	<a onclick="show('../vocab/69.html')">金</a>メダル<a onclick="show('../vocab/1330.html')">獲得</a>も、<a onclick="show('../vocab/1331.html')">柔道</a>とレスリングの<a onclick="show('../vocab/1332.html')">軽量級</a>、<a onclick="show('../vocab/1333.html')">体操</a>、女子バレーボールなどと、いろいろな<a onclick="show('../vocab/1984.html')">種目</a>で<a onclick="show('../vocab/841.html')">優秀な</a><a onclick="show('../vocab/1983.html')">成績</a>を<a onclick="show('../vocab/2062.html')">収めま</a>した。	金メダル獲得も、柔道とレスリングの<a onclick="show_gif('../kanji/351.gif')">軽</a><a onclick="show_gif('../kanji/352.gif')">量</a>級、体<a onclick="show_gif('../kanji/353.gif')">操</a>、女子バレーボールなどと、いろいろな種目で優秀な成<a onclick="show_gif('../kanji/386.gif')">績</a>を収めました。
